protected,verified,location,followers_count,following_count,tweet_count,listed_count,has_profile_image,isBot,un_no_of_char,un_special_char,name_no_of_char,name_special_char,des_no_of_usertags,des_no_of_hashtags,des_external_links,has_description,has_url
0,0,1,1,0,21,0,1,1,15,1,17,0,0,0,0,1,1
0,0,1,24,48,2252,0,1,0,11,0,13,0,0,0,0,1,0
0,0,1,35,170,107,0,1,1,14,0,14,0,0,0,0,1,1
0,0,1,466,372,30617,2,1,0,10,0,5,0,0,1,0,1,1
0,0,1,9983,15,37698,634,1,0,6,0,3,0,0,0,0,1,1
1,0,1,726,608,16174,25,0,0,6,0,3,0,0,0,0,0,1
1,0,0,324,268,20186,2,1,0,12,0,13,0,0,0,0,0,0
0,0,1,709,1383,27730,13,1,0,8,0,10,0,0,0,0,1,1
1,0,0,381,324,14250,1,1,0,10,0,17,0,0,0,0,0,0
0,0,0,36,159,107,0,1,1,15,0,15,0,0,1,0,1,1
0,0,1,550,241,38467,13,1,0,10,0,9,0,0,0,0,1,1
0,0,0,37,168,112,1,1,1,15,0,15,0,0,0,0,1,1
0,0,1,828,702,79590,38,1,0,15,0,6,0,0,4,0,1,1
0,0,1,3118,374,108374,164,1,0,11,0,17,0,0,0,0,1,1
0,0,0,72,714,93,0,1,1,12,0,12,0,0,0,0,1,1
0,0,0,107,642,106,0,1,1,14,0,14,0,0,0,0,1,1
1,0,0,34,185,35978,1,1,0,11,0,2,0,0,0,0,1,0
0,0,0,305,282,7746,17,0,0,9,0,11,0,1,0,0,1,1
0,0,1,37,59,254,2,1,0,15,0,19,0,0,0,0,1,1
0,0,0,920,252,227109,37,1,0,10,0,43,1,0,0,0,1,0
0,0,1,15,4,3368,0,1,0,11,0,11,0,0,0,0,1,0
0,0,0,21,161,96,0,1,1,11,0,11,0,0,0,0,1,1
1,0,1,76,126,2221,0,1,0,8,1,14,0,0,0,0,1,0
0,0,1,1748,1664,44738,27,1,0,9,0,9,0,0,0,0,1,1
0,1,1,25222,6079,9063,83,1,0,12,0,11,0,1,0,0,1,1
0,0,1,25,166,134,0,1,1,14,0,14,0,0,1,0,1,1
0,0,1,37,211,40,0,1,0,6,0,10,0,0,0,0,1,0
0,0,0,22,160,98,0,1,1,10,0,10,0,2,2,0,1,1
0,0,1,38,154,122,0,1,1,14,0,14,0,0,0,0,1,1
0,0,1,726,429,30602,3,1,0,13,0,15,0,1,0,0,1,1
0,0,0,238,513,5785,2,1,0,11,0,5,0,0,0,0,1,1
0,1,0,1517056,3230,44317,8764,1,1,11,0,3,0,0,0,0,1,1
0,0,0,36,151,88,0,1,1,15,0,16,0,0,0,0,0,0
0,0,1,345,1034,28280,5,1,0,9,0,20,0,0,1,0,1,0
0,0,1,1613,1431,197569,45,1,0,9,0,15,0,0,0,0,1,1
0,0,1,496,525,89316,15,1,0,7,0,5,0,0,0,0,1,1
0,0,1,139455,824,166232,430,1,0,12,0,14,0,1,0,1,1,1
0,0,0,27,149,110,0,1,1,11,0,11,0,0,0,0,1,1
0,0,0,92,515,810,2,1,0,9,0,9,0,0,0,0,0,0
0,0,1,355080,4980,29367,75,1,0,11,0,12,0,0,0,0,1,1
0,0,0,155,0,3760,0,1,0,8,0,12,0,0,0,0,1,1
0,0,1,134,28,7913,1,1,0,13,0,5,0,0,0,0,1,0
0,0,1,216,163,12924,4,1,0,13,0,16,0,0,0,0,0,0
0,0,0,17,159,107,1,1,1,11,0,11,0,0,0,0,1,1
0,0,1,1040512,461,147896,16509,1,1,10,1,10,0,0,0,1,1,0
1,0,1,1127,65,15226,90,1,0,11,0,11,0,0,0,0,1,0
0,0,1,555,739,16657,36,1,0,4,0,2,0,0,0,0,1,1
0,0,0,545,1431,22491,10,1,1,12,0,13,0,0,0,0,1,1
0,0,1,76,91,2527,33,1,0,8,1,5,0,0,0,0,1,1
1,0,1,98,98,75207,6,1,0,7,1,9,0,0,0,0,1,1
0,1,1,23563,3263,31100,242,1,0,8,0,10,0,0,0,0,1,1
0,1,0,954580,806,1445,5224,1,0,15,1,15,0,0,0,0,0,0
0,0,1,214,195,16209,1,1,0,7,0,8,0,0,0,0,1,0
0,0,1,37,158,133,0,1,1,11,0,11,0,0,0,0,1,1
0,0,1,4181,219,14902,51,1,0,10,0,12,0,0,0,0,1,0
0,0,1,16593,17224,900,20,1,1,15,0,10,0,0,0,0,1,0
0,0,1,39,168,107,0,1,1,13,0,13,0,0,0,0,1,1
0,0,1,63,86,3841,1,1,0,10,0,11,0,0,0,0,1,0
0,0,1,3088,602,76959,62,1,0,9,0,3,0,0,0,0,1,0
0,1,1,2094296,610,59129,8401,1,0,13,0,14,0,1,0,0,1,0
0,0,0,92,86,3095,0,1,0,11,0,4,0,0,0,0,1,0
0,0,1,1859,1839,92821,111,1,0,5,0,16,0,0,0,0,1,1
1,0,1,768,726,78231,9,1,1,7,1,4,0,0,0,0,1,1
0,0,0,35,148,119,0,1,1,15,0,16,0,0,0,0,0,0
0,0,1,31,157,124,0,1,1,7,0,7,0,1,0,0,1,1
0,1,1,1653942,611,22805,14833,1,1,9,0,10,0,0,0,0,1,1
0,1,1,2048,3694,12864,167,1,0,11,1,10,0,0,0,0,1,1
0,0,1,307354,191085,464525,965,1,1,7,0,7,0,0,0,0,1,1
0,0,0,8781,611,142319,233,1,0,15,1,14,0,0,0,0,1,1
0,0,1,238,282,2810,6,1,0,5,0,4,0,0,0,0,1,0
0,0,1,737,327,14755,2,1,0,10,0,5,0,0,1,0,1,0
0,0,0,580,546,6583,1,1,0,13,0,5,0,0,0,0,0,0
0,0,1,416,627,9540,1,1,0,15,0,20,0,0,0,0,1,0
0,0,1,257,844,538,5,1,1,15,0,18,0,0,2,0,1,0
0,0,0,1594,935,122601,50,1,0,5,0,4,0,1,1,1,1,1
0,0,1,22795,891,10321,4,1,1,6,0,7,0,0,0,0,1,1
0,0,1,174,431,22775,0,1,0,6,1,2,0,0,0,0,1,0
0,0,0,3,0,13,0,0,1,14,0,6,0,0,0,0,0,0
0,0,1,789,348,36226,5,1,0,11,0,14,0,0,0,0,1,0
0,0,1,253,218,3420,8,1,0,6,0,10,0,0,0,0,0,0
0,0,1,1832,1070,64399,7,1,0,10,0,17,0,0,0,0,1,0
0,0,0,46,186,136,1,1,1,11,0,11,0,0,0,0,1,1
0,0,1,1117,748,3474,34,1,0,15,0,15,0,0,0,1,1,1
0,0,1,1279,1758,1598,10,1,0,7,0,11,0,0,0,0,1,1
0,0,1,686,1267,21787,0,1,0,9,0,4,0,0,0,0,0,0
0,0,1,15229,16501,762,26,1,1,14,0,15,0,0,0,0,1,0
0,0,1,497,656,3661,7,1,0,13,0,13,0,1,0,0,1,1
0,0,1,450,875,651,19,1,0,6,0,12,0,0,9,0,1,0
0,0,1,700,1643,29080,5,1,0,7,0,12,0,0,0,0,1,0
0,0,0,1310,121,85715,25,1,0,15,0,9,0,0,0,0,1,1
0,0,1,3373,1486,89104,42,1,0,10,0,16,0,0,0,0,1,1
0,1,1,55046,23759,68992,3992,1,0,9,0,20,0,0,0,0,1,1
0,0,1,22,16,741,0,1,0,6,0,5,0,0,0,0,1,1
0,0,1,773,85,156157,7,1,0,14,0,4,0,0,0,0,1,1
0,0,0,28,163,108,0,1,1,12,0,12,0,0,0,0,1,1
0,0,1,142,162,3067,1,1,0,8,0,18,0,0,0,0,1,1
0,0,1,6287,5713,163885,182,1,0,10,0,10,0,0,0,0,1,1
1,0,0,266,226,10728,0,1,0,13,0,16,0,0,0,0,1,0
0,0,1,255,1655,6133,6,1,0,10,0,10,0,0,0,0,1,0
0,0,1,1052,5016,6981,0,1,0,9,0,13,0,0,0,1,1,1
1,0,1,41,501,8183,0,1,0,9,0,12,0,0,0,0,1,0
0,0,1,5,26,49,0,1,0,8,0,16,0,0,0,0,1,0
0,0,0,37,165,112,0,1,1,10,0,10,0,0,0,0,1,1
0,0,1,8237,5839,3424,17,1,1,10,0,16,0,0,0,0,1,0
0,0,1,539,700,29729,9,1,0,7,0,1,0,0,0,0,1,0
0,0,0,229,0,18263,1,1,1,15,0,14,0,0,0,0,1,0
1,0,1,74640,500,469138,325,1,1,12,0,6,0,2,0,0,1,1
0,0,0,92,804,94,1,1,1,11,0,11,0,1,0,0,1,1
0,0,1,25046,5094,40316,155,1,0,10,0,13,0,0,0,0,1,0
1,0,1,18,56,653,0,1,0,8,0,8,0,0,0,0,1,0
0,0,0,742,513,76753,26,1,0,13,0,4,0,0,0,0,0,0
0,1,1,107890,3087,103261,1671,1,0,10,0,28,0,3,1,0,1,1
0,0,1,63,86,14342,8,1,0,7,0,6,0,0,0,0,1,1
0,0,1,187,47,1981,6,1,0,8,0,11,0,0,0,0,1,0
1,0,1,979,578,145954,7,1,0,10,0,2,0,0,0,0,1,0
0,0,0,33,46,4,1,1,0,13,0,14,0,0,0,0,1,0
0,1,1,1192029,1179,43442,2696,1,0,15,0,16,0,0,0,0,1,0
0,0,0,2040,1944,29685,37,1,0,10,0,5,0,0,0,0,1,0
0,0,1,790,774,9229,49,1,0,11,0,11,0,3,0,0,1,0
0,0,1,3327,1315,26146,14,1,0,8,1,6,0,0,0,0,1,1
0,0,0,40,149,108,0,1,1,13,0,13,0,0,0,0,1,1
0,0,1,376,354,58980,16,1,0,11,1,3,0,0,0,0,1,1
0,0,0,40,164,105,0,1,1,13,0,13,0,0,0,0,1,1
0,0,1,470,948,173,12,1,0,9,0,13,0,1,0,0,1,0
1,0,0,2171,1,269420,62,1,0,14,0,14,0,2,0,0,1,1
0,0,1,222274,14,31845,96,1,0,11,1,16,0,1,1,0,1,1
0,0,1,137932,7525,63724,768,1,0,12,0,19,0,0,1,0,1,1
0,0,1,7392,891,88303,18,1,0,15,0,17,0,1,0,0,1,1
0,0,1,580,1378,251,11,1,0,11,1,11,0,0,0,0,1,1
0,0,0,115,863,128,0,1,1,12,0,12,0,1,0,0,1,1
0,0,0,36,159,92,0,1,1,13,0,13,0,0,0,0,1,1
1,0,1,149,164,8137,5,1,0,11,0,4,0,0,0,0,0,0
0,0,1,949,2102,318500,49,1,1,7,0,7,0,0,0,0,1,1
0,0,1,1110,390,186272,56,1,0,11,1,12,0,0,2,0,1,1
0,0,0,1367,968,205958,96,1,0,9,0,3,0,0,0,1,1,0
0,1,1,1091040,1028,45162,1815,1,0,15,1,13,0,1,0,0,1,0
0,0,0,9604,8896,2618,11,1,1,12,0,13,0,0,0,0,1,0
0,0,0,156,1043,86,0,1,1,12,0,12,0,0,0,0,1,1
0,0,0,78,1771,6504,6,1,0,9,0,5,0,0,0,0,0,0
0,0,1,343,237,18418,1,1,0,12,1,17,0,0,0,0,1,1
0,0,1,1174,300,24805,33,1,0,7,0,20,0,1,0,0,1,1
0,0,1,328,352,1704,26,1,0,15,0,9,0,0,0,0,1,0
0,0,0,33,115,513,0,1,0,10,0,10,0,0,0,0,0,0
0,0,0,741,745,30349,34,1,0,12,0,13,0,0,0,0,1,0
0,0,0,489615,17,16340,1065,1,1,14,0,18,0,0,0,0,1,1
1,0,1,390,1322,24894,9,1,0,15,0,6,0,0,0,0,0,0
0,0,0,811,386,48327,1,1,0,10,0,4,0,0,0,0,1,1
0,0,0,1912,2305,28953,125,1,0,7,1,7,1,0,0,0,1,1
1,0,0,816,656,13183,0,1,0,13,1,4,0,0,0,0,0,0
0,0,1,727,114,24060,60,1,0,15,0,17,0,0,0,0,1,0
1,0,1,546,333,58691,0,1,0,9,0,6,0,0,0,0,1,0
0,0,0,36,133,86,0,1,1,9,0,10,0,0,0,0,0,0
0,0,1,152,39,846,4,1,0,10,0,12,0,0,0,0,1,0
0,0,1,1226,522,24538,33,1,0,9,0,24,0,0,0,0,1,1
0,0,1,99382,81196,9974,1900,1,1,14,0,18,0,0,2,1,1,1
0,0,1,13897,2265,8758,74,1,0,13,0,3,0,0,0,0,1,1
0,0,1,570,99,4473,78,1,0,13,0,9,0,0,0,0,1,1
0,0,1,75,471,5953,2,1,0,6,0,6,0,0,0,0,0,0
0,1,1,86054,2388,2120,414,1,0,10,0,16,0,0,1,0,1,1
0,0,1,453,271,34481,29,1,0,9,0,8,0,0,0,0,1,1
0,0,0,908,1390,938,1,1,0,14,0,15,1,0,0,0,0,0
0,0,0,425,404,17357,36,1,0,13,1,3,0,0,0,0,1,1
0,0,0,1520,1219,33294,63,1,0,15,0,11,0,0,0,0,0,1
0,0,1,5181,976,129331,164,1,0,8,0,12,1,0,0,0,1,1
1,0,0,55,127,3326,4,1,0,8,0,4,0,0,0,0,1,0
0,0,0,35,176,124,0,1,1,14,0,15,0,0,0,0,0,0
0,0,1,539,471,84418,25,1,0,10,0,6,0,0,0,0,1,0
0,1,1,2134844,46,345074,20261,1,1,11,0,12,0,0,1,1,1,1
0,0,1,78,595,1328,1,1,0,7,0,4,0,0,0,0,1,0
0,0,0,916,583,16527,0,1,0,10,0,14,0,0,0,0,1,0
0,0,1,707,1938,318,3,1,0,14,0,20,0,0,0,0,1,1
0,0,0,26,167,117,0,1,1,13,0,13,0,0,0,0,1,1
0,0,1,1055,157,10615,13,1,0,14,0,15,0,0,0,0,1,1
1,0,1,740,575,29440,2,1,0,12,0,5,0,0,0,0,1,0
0,0,0,10,113,171,0,0,0,11,0,13,0,0,0,0,0,0
0,0,1,3069,3,717,123,1,0,11,0,6,0,0,0,0,1,1
0,0,1,46224,12646,616952,977,1,0,14,0,12,0,0,0,0,1,0
1,0,1,336,387,29820,6,1,0,13,0,14,0,0,0,0,1,0
0,0,1,31,150,76,0,1,1,13,0,13,0,0,1,0,1,1
0,0,1,4267,993,45411,47,1,0,13,0,7,0,0,0,0,1,1
0,0,1,30,164,90,0,1,1,11,0,11,0,0,0,0,1,1
0,0,1,70646,484,81720,980,1,1,7,0,5,0,0,0,0,1,0
0,0,1,30,164,132,0,1,1,14,0,14,0,0,0,0,1,1
0,0,1,388,1298,19017,9,1,1,11,0,12,0,0,0,0,1,0
0,0,1,690,461,60606,9,1,0,7,0,16,0,0,0,0,1,1
0,0,1,813,1058,19465,56,1,0,7,0,11,0,0,0,0,1,1
0,0,1,367,460,773,1,1,0,12,0,11,0,0,0,0,1,1
0,0,1,681,297,1078,3,1,0,8,0,15,0,0,0,0,1,1
0,0,1,315,0,6251,8,1,0,9,0,15,0,0,0,0,1,1
0,0,1,1823,3872,55327,69,1,0,13,0,8,0,0,0,0,1,0
0,1,1,22373,1479,55333,336,1,0,4,0,36,0,0,2,0,1,1
1,0,0,319,329,18367,3,1,0,12,0,19,0,0,0,0,1,0
0,0,1,423,182,16416,2,1,0,10,0,17,0,0,0,0,1,0
0,0,0,132,59,6453,1,1,0,8,0,19,0,0,0,0,1,0
0,0,1,596,0,455,10,1,0,6,0,5,0,2,0,0,1,0
0,0,1,1041,498,160898,11,1,0,12,0,4,0,0,0,0,1,0
0,0,1,1964,734,217152,95,1,0,12,0,5,0,0,0,0,1,1
0,0,0,204,153,2080,1,1,1,12,1,5,0,0,0,0,1,0
1,0,1,1355,1763,55680,17,1,0,8,0,5,0,0,0,0,1,0
0,0,0,33,151,103,0,1,1,13,0,13,0,0,1,0,1,1
0,0,1,161,270,4301,6,1,0,8,0,12,0,0,0,0,1,0
0,0,1,5994,2881,49926,329,1,0,7,0,7,0,0,0,0,1,0
0,0,1,139,201,1838,0,1,0,8,0,6,0,0,0,0,1,0
0,0,0,501,1239,4002,1,1,0,9,0,22,0,0,0,0,1,1
0,0,1,179,244,2904,5,1,0,11,0,4,0,0,0,1,1,0
0,0,1,331,462,4278,0,1,0,11,0,15,0,0,0,0,1,0
0,0,0,23,147,88,0,1,1,13,0,13,0,0,0,0,1,1
0,1,1,306055,1540,96702,12093,1,0,12,1,9,0,1,0,0,1,1
0,0,0,802,0,666041,48,1,1,11,1,12,1,0,0,1,1,1
0,0,1,183,706,7807,7,1,0,15,0,14,0,0,0,0,1,0
0,0,1,13665,15953,1977,470,1,0,11,0,4,0,0,0,0,1,1
0,0,1,182,124,5637,1,1,0,8,0,7,0,0,0,0,0,1
0,0,1,34,160,107,0,1,1,12,0,12,0,1,1,0,1,1
0,0,1,974,876,84138,59,1,0,11,0,11,0,0,0,0,1,1
0,0,1,2740,5295,250,71,1,1,11,1,16,1,0,0,0,1,1
0,0,1,96914,60856,63984,1455,1,1,9,0,12,0,0,4,0,1,1
0,0,1,446,427,7097,33,1,0,6,1,20,0,0,0,1,1,1
0,0,1,97,202,169,1,1,0,10,0,11,0,0,0,0,1,0
0,0,1,215,1994,3839,8,1,0,12,0,13,0,0,0,0,0,0
0,0,1,14104,244,25384,670,1,0,13,0,11,0,0,0,0,1,1
0,0,0,60,95,1095,3,1,0,8,0,3,0,0,0,0,1,0
0,0,0,25,167,107,0,1,1,12,0,12,0,0,0,0,1,1
0,1,1,265337,376,140443,1845,1,0,9,0,10,0,0,0,0,1,1
0,0,1,215,374,17360,27,1,0,9,0,5,0,0,0,0,1,1
0,0,1,976118,1102264,10500,582,1,1,11,0,12,0,1,0,0,1,0
0,0,1,1294,803,25274,9,1,0,12,0,14,0,0,0,0,1,0
0,0,0,60,151,96,0,1,1,12,0,12,0,0,0,0,1,1
0,0,0,23,135,98,0,1,1,13,0,14,0,0,0,0,0,0
0,0,0,20,150,110,0,1,1,12,0,12,0,0,0,0,1,1
0,0,1,777,2,29406,9,1,0,8,0,19,0,0,0,0,1,1
0,0,1,1857,1162,104343,60,1,0,10,0,13,0,0,0,0,1,0
0,0,1,1146,1616,771044,63,1,1,11,0,4,0,0,0,0,1,1
0,0,1,3228,3057,9849,163,1,0,14,0,14,0,0,0,0,1,0
0,0,1,1325,926,10726,135,1,1,14,0,15,0,0,4,0,1,1
0,0,0,31,162,128,0,1,1,13,0,13,0,0,0,0,1,1
0,0,1,7796,1,12028,27,1,1,15,0,18,0,0,0,0,1,0
0,0,0,10,72,338,1,1,0,13,0,13,0,0,0,0,1,0
0,0,1,225,148,11902,1,1,0,11,1,18,0,0,0,0,1,0
0,0,0,30,1042,69,0,1,1,10,0,6,1,0,0,0,0,0
0,0,1,13461,95,42053,116,1,0,14,0,18,1,0,0,1,1,1
0,0,0,606,623,5552,3,1,0,12,0,13,0,0,0,0,0,0
0,0,0,18,157,108,0,1,1,10,0,11,0,0,0,0,0,0
0,0,1,885,316,15429,22,1,0,12,0,12,0,0,0,0,1,0
0,1,1,1862815,502,229914,2020,1,1,11,0,11,0,0,1,0,1,1
0,0,0,53,1092,434,0,1,1,12,0,12,0,0,0,0,1,0
0,0,1,7210,243,3042,323,1,0,9,0,14,0,0,0,0,1,1
0,0,1,129,1063,123,1,1,1,10,0,10,0,0,1,0,1,1
1,0,1,55,0,2004,0,1,0,10,0,18,0,0,0,0,1,1
0,0,1,77,98,1093,1,1,0,12,0,13,0,0,0,0,1,1
0,0,1,263,345,9050,1,1,0,13,0,14,0,0,0,0,1,1
0,0,0,33,151,80,0,1,1,11,0,11,0,0,0,0,1,1
0,0,1,73,0,2379,3,1,0,13,0,12,0,0,0,0,1,0
1,0,1,480,1075,23287,12,1,0,7,0,3,0,0,0,0,1,1
0,0,1,207,279,4708,2,1,1,8,1,7,0,0,0,0,1,0
0,0,0,32,155,104,2,1,1,13,0,13,0,0,0,0,1,1
0,0,0,629,235,9334,1,1,0,11,0,7,0,0,0,0,0,0
0,0,1,319,460,118,15,1,0,15,0,15,0,0,0,0,1,1
0,0,0,28,153,95,0,1,1,12,0,12,0,0,0,0,1,1
0,0,0,21,145,123,0,1,1,11,0,11,0,0,0,0,1,1
0,0,1,4,4,365,0,1,0,12,0,18,0,0,0,0,0,0
0,0,1,17,60,83,2,1,0,6,0,16,0,0,0,1,1,1
0,0,1,909,92,270164,3,1,0,7,0,20,0,2,0,0,1,1
0,0,1,1753,583,182883,27,1,0,11,0,16,0,0,0,0,1,0
0,0,1,664,1680,2002,5,1,0,9,0,10,0,0,0,0,0,0
1,0,0,427,261,5258,0,1,0,5,0,7,0,0,0,0,0,0
0,0,1,452,1057,5430,11,1,0,11,0,17,0,0,0,0,1,0
0,0,0,23,154,99,1,1,1,10,0,10,0,0,0,0,1,1
0,0,1,1861,952,23379,53,1,0,12,0,17,1,2,1,0,1,1
0,0,1,783,1005,115137,31,1,0,15,0,17,0,0,7,0,1,1
0,0,0,2337,4841,21526,107,1,0,7,0,21,1,1,0,0,1,0
0,0,0,59,120,263,0,1,0,13,0,6,0,0,0,0,0,0
0,0,1,423,256,995,0,1,0,8,0,18,1,1,0,0,1,0
0,0,0,352,1083,11810,2,1,1,10,0,13,0,0,0,0,1,0
0,0,1,160,0,6628,4,1,0,13,0,18,0,0,0,0,1,0
0,0,0,840,991,20596,2,1,1,15,0,19,0,0,0,1,1,1
0,0,0,17,137,79,0,1,1,12,0,12,0,0,0,0,1,1
0,0,0,37,31,18109,4,1,0,15,1,3,0,0,0,0,1,0
0,0,1,6024,61,4983,60,1,0,6,0,14,0,0,0,0,0,0
0,0,0,35,145,103,0,1,1,14,0,14,0,0,0,0,1,1
0,0,1,28501,0,35014,450,1,0,9,0,16,0,0,0,0,1,1
0,0,1,702,77,12169,21,0,0,13,0,11,0,0,0,0,0,0
0,0,1,1624,2984,41236,71,1,0,8,0,10,0,0,2,0,1,1
0,0,1,91827,7878,64446,2313,1,1,14,0,15,0,0,0,1,1,1
0,0,0,26,150,87,0,1,1,13,0,13,0,0,0,0,1,1
0,0,0,94,842,125,1,1,1,11,0,11,0,0,0,0,1,1
1,0,1,1760,194,51399,100,1,0,8,0,12,0,0,0,0,1,1
1,0,1,79,73,9,2,1,0,10,0,5,0,0,0,0,1,0
0,0,1,2335,274,1554,82,1,0,14,0,20,0,0,0,0,1,1
0,0,1,1055,505,14828,35,1,0,10,1,10,0,0,0,0,1,1
0,1,1,2072174,175,259640,4327,1,1,10,0,14,0,0,0,1,1,1
0,0,1,899,84,50545,45,1,0,9,0,12,0,0,0,0,1,1
0,0,0,21,153,89,0,1,1,13,0,13,0,0,0,0,1,1
1,0,1,248,0,16178,5,1,0,11,1,6,0,0,0,1,1,1
0,0,1,144,768,3926,15,1,0,15,0,4,0,1,0,0,1,0
0,0,1,110642,20304,38755,83,1,0,6,1,15,0,0,0,0,1,0
0,0,1,162,99,29531,4,1,0,8,0,5,0,0,0,0,1,0
1,0,1,1213,1046,43715,3,1,0,13,1,6,0,0,2,0,1,0
0,0,0,20,166,128,0,1,1,13,0,13,0,0,0,0,1,1
0,0,1,18,151,87,0,1,1,10,0,10,0,0,0,0,1,1
0,0,0,983,734,121968,12,1,0,8,1,23,0,0,0,0,1,0
0,0,1,110535,508,58021,206,1,1,9,0,21,1,0,0,0,1,1
0,0,1,162,0,24114,4,1,0,11,0,9,0,0,1,0,1,1
0,0,1,829287,518,17317,1543,1,0,11,0,11,0,1,0,0,1,1
1,0,1,457,245,29719,8,1,0,10,0,2,0,0,0,0,1,1
0,0,1,677,345,28559,47,1,0,9,0,13,0,0,0,0,1,0
0,0,1,716,364,18750,31,1,0,7,0,8,0,1,0,0,1,0
0,0,1,51,103,4499,1,1,0,11,1,5,0,0,0,0,0,0
0,0,0,41,138,94,0,1,1,15,0,15,0,0,0,0,1,1
0,0,1,355402,386079,812705,644,1,1,15,1,19,0,0,16,1,1,1
0,0,0,24,175,115,0,1,1,9,0,10,0,0,0,0,0,0
0,0,1,37,171,1637,0,1,0,8,0,5,0,0,0,0,1,0
0,0,1,291,1475,732,7,1,0,9,0,10,0,0,0,0,1,1
0,0,1,853,184,22270,10,1,0,14,1,13,0,0,0,0,1,1
0,0,0,26934,14355,117613,22,1,1,11,1,12,0,0,0,0,1,0
0,1,1,82060,3026,27750,282,1,0,14,1,14,0,2,0,0,1,1
0,0,0,123,832,103,0,1,1,11,0,11,0,3,0,0,1,1
1,0,1,1652,438,64201,3,1,0,14,0,4,0,1,0,0,1,1
0,0,0,337,886,21197,2,1,1,10,0,18,0,0,0,0,1,0
0,0,1,3299,702,17747,175,1,0,9,0,13,0,2,0,0,1,1
0,0,0,121056,0,10346,93,0,0,15,0,16,0,0,2,1,1,1
0,1,0,1163822,838,4998,166,1,0,6,0,10,0,1,0,1,1,1
0,0,1,4026,1834,28049,21,1,0,9,1,8,0,1,0,0,1,1
0,0,1,28,154,139,0,1,1,11,0,11,0,0,0,0,1,1
0,0,1,325,513,8586,28,1,0,7,0,5,0,0,0,0,1,1
0,0,1,21,0,351,0,1,0,14,0,19,1,0,0,0,0,0
0,0,0,16,170,108,0,1,1,14,0,14,0,1,0,0,1,1
0,0,1,2,15,111,0,1,0,12,0,2,0,0,0,0,0,0
0,0,1,311,106,24672,8,1,0,6,0,6,0,0,0,0,1,0
0,1,1,88133,704,12502,524,1,1,15,0,17,0,0,0,0,1,1
0,0,1,862,528,62168,87,1,0,6,0,4,0,0,0,0,1,1
0,0,1,1381,1274,20208,221,1,0,10,0,12,0,0,0,0,1,0
0,0,1,667,326,21621,5,1,0,13,0,9,0,0,0,0,1,1
0,0,1,1782,186,52371,15,1,0,7,1,7,0,0,0,0,0,1
0,0,0,171,135,2308,2,1,0,12,0,8,0,0,0,0,1,0
1,0,1,171,176,5675,1,1,0,12,0,5,0,0,0,0,1,0
0,0,0,132,12,34664,4,1,1,13,0,17,0,0,0,0,1,0
0,0,1,334,766,12585,5,1,0,7,0,33,1,0,0,0,1,0
0,0,1,122,10,27577,3,1,0,15,1,8,0,0,0,0,0,0
0,0,0,23,127,82,0,1,1,12,0,12,0,0,0,0,1,1
0,0,1,760,722,92088,66,1,0,8,1,8,1,0,0,0,1,0
0,0,0,30,179,109,0,1,1,13,0,13,0,0,0,0,1,1
0,0,1,10,7,3814,0,1,0,12,0,12,0,0,0,0,0,1
0,0,1,30,153,134,1,1,1,13,0,13,0,0,0,0,1,1
1,0,1,274,259,7,2,1,0,10,0,16,0,0,0,0,1,0
1,0,1,32,0,523,0,1,0,9,0,7,0,0,0,0,0,0
1,0,1,530,257,33727,6,1,0,15,0,1,0,0,0,0,1,0
0,0,1,798,1355,2723,34,1,0,7,0,4,0,0,0,0,1,0
0,0,0,141643,283,39247,927,1,1,15,0,37,0,1,0,0,1,1
0,0,1,59,541,146,1,1,1,13,0,13,0,0,2,0,1,1
1,0,1,1233,2258,8754,19,1,0,14,0,16,0,0,0,0,1,1
0,0,1,2600,2417,73259,92,1,0,13,0,20,1,0,5,0,1,0
0,0,0,399,724,65591,0,1,0,10,0,5,0,2,0,0,1,0
0,0,1,30,187,108,0,1,1,11,0,11,0,0,0,0,1,1
0,0,1,21,1,980,5,1,0,10,0,6,0,0,0,0,1,1
0,0,1,3,4,3,0,0,0,7,0,12,0,0,0,0,1,0
0,0,1,66,301,370,0,1,1,12,0,12,0,0,0,0,1,1
0,0,0,1871,1550,108591,157,1,0,9,0,12,0,0,0,0,1,1
1,0,1,361,123,16198,2,1,0,9,0,3,0,0,0,0,0,0
0,0,1,1900,1781,2206,28,1,0,9,0,11,0,0,0,0,1,1
0,0,1,240,576,3952,7,1,0,7,0,10,0,0,0,0,1,0
0,0,0,35,168,117,0,1,1,11,0,11,0,0,0,0,1,1
0,0,1,932,1450,57969,22,1,0,15,0,17,0,0,0,0,1,0
0,0,1,63,0,97,2,1,1,12,0,12,0,0,0,0,1,1
0,1,1,6322225,188,106312,28614,1,0,8,0,8,0,0,0,0,1,1
0,0,1,224,788,4340,4,1,0,15,0,26,1,0,0,0,1,0
1,0,1,18,146,5212,0,1,0,11,0,9,0,0,0,0,1,0
0,0,0,303,1411,6475,10,1,0,13,1,14,0,0,0,0,0,0
0,0,1,1488,1449,95475,156,1,0,12,0,12,0,0,1,0,1,1
1,0,1,94,112,5069,0,1,0,8,0,8,0,0,0,0,1,0
1,0,1,240,188,3857,1,1,0,8,0,13,0,1,0,0,1,0
1,0,1,1280,853,43243,3,1,0,8,1,17,0,0,0,0,1,0
1,0,1,985,351,34016,30,1,0,6,0,19,0,0,0,0,1,1
