UserID,CreatedAt,CollectedAt,NumerOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile 
14401149,15/4/08 16:09,22/11/09 12:31,610,652,13344,9,70
14401446,15/4/08 16:42,23/11/09 10:17,1280,1403,14093,10,87
14402051,15/4/08 17:42,19/11/09 10:30,69,87,1470,12,66
14402159,15/4/08 17:56,22/11/09 4:23,84,172,1645,7,111
14402160,15/4/08 17:56,24/11/09 17:25,157,188,2435,10,117
14402300,15/4/08 18:14,14/11/09 15:49,1502,2976,20849,8,115
14402952,15/4/08 19:49,25/11/09 21:29,332,322,1763,11,139
14407062,16/4/08 6:36,24/11/09 5:01,820,1228,15696,12,81
14407767,16/4/08 8:15,27/11/09 7:20,89,170,892,7,12
14409856,16/4/08 11:32,21/11/09 2:19,92,195,566,8,15
14410112,16/4/08 11:57,14/11/09 5:39,89,226,4258,11,29
14410616,16/4/08 12:38,13/11/09 15:11,15,14,369,6,14
14412008,16/4/08 14:51,26/11/09 9:53,393,469,2301,10,80
14412248,16/4/08 15:10,18/11/09 9:36,202,127,952,11,100
14415320,16/4/08 20:42,22/11/09 8:43,245,707,1914,7,0
14416124,16/4/08 22:04,19/11/09 14:49,329,2076,30846,15,94
14421141,17/4/08 9:23,12/11/09 16:43,6,10,4,8,0
14421965,17/4/08 10:29,14/11/09 3:36,480,520,2678,12,57
14422310,17/4/08 10:58,14/11/09 3:27,139,269,145,8,28
14423736,17/4/08 13:05,26/11/09 7:38,273,754,5591,6,106
14424369,17/4/08 13:57,14/11/09 11:11,301,594,2395,11,117
14424667,17/4/08 14:21,21/11/09 0:49,977,1491,12573,7,135
14426420,17/4/08 17:06,27/11/09 17:49,30,44,225,14,33
14427098,17/4/08 18:18,16/11/09 8:27,653,653,1540,13,7
14429598,17/4/08 23:13,22/11/09 0:54,68,44,238,12,0
14430054,18/4/08 0:26,18/11/09 0:05,68,84,670,12,86
14431600,18/4/08 5:03,29/11/09 0:42,151,162,21668,6,18
14432950,18/4/08 8:33,29/11/09 6:58,217,239,8920,12,111
14434647,18/4/08 11:11,13/11/09 10:27,81,117,765,7,0
14436101,18/4/08 13:36,12/11/09 16:38,121,82,1453,9,0
14436641,18/4/08 14:33,24/11/09 1:45,184,134,1221,7,92
14439840,18/4/08 21:22,12/11/09 21:57,301,328,1429,5,10
14440083,18/4/08 22:00,13/11/09 23:16,191,651,2471,12,76
14442445,19/4/08 6:23,29/11/09 2:35,2525,2605,25788,5,98
14445709,19/4/08 14:07,27/11/09 8:08,434,174,1375,9,15
14451705,20/4/08 8:50,17/11/09 15:21,63,184,2793,9,18
14452026,20/4/08 9:40,26/11/09 4:03,167,182,497,6,73
14452407,20/4/08 10:34,18/11/09 19:06,197,164,16524,8,57
14455791,20/4/08 17:44,18/11/09 4:39,65,78,615,8,54
14456417,20/4/08 19:07,16/11/09 13:50,265,351,463,10,61
14459814,21/4/08 3:37,20/11/09 11:13,425,488,5151,13,112
14460569,21/4/08 5:53,15/11/09 6:00,42,72,7180,15,9
14461247,21/4/08 7:40,23/11/09 7:55,340,601,14053,10,48
14465866,21/4/08 14:31,19/11/09 21:56,0,78,4401,7,26
14466962,21/4/08 16:04,25/11/09 0:35,114,50,1060,6,0
14467176,21/4/08 16:26,14/11/09 16:21,25,37,146,5,69
14468274,21/4/08 18:25,25/11/09 7:27,1415,1275,2113,7,88
14472839,22/4/08 5:07,27/11/09 1:20,49,79,2512,8,40
14480138,22/4/08 15:43,27/11/09 11:53,45,5109,522,12,134
14482596,22/4/08 19:17,26/11/09 22:48,40,27,1800,13,55
14483193,22/4/08 20:19,12/11/09 16:41,48,186,421,15,47
14485251,22/4/08 23:22,22/11/09 23:28,48,82,432,11,40
14485272,22/4/08 23:24,16/11/09 0:40,502,343,5240,8,59
14485956,23/4/08 0:29,23/11/09 9:17,563,755,3462,14,97
14486247,23/4/08 1:00,24/11/09 2:21,305,307,2681,9,21
14486320,23/4/08 1:06,15/11/09 10:08,347,368,3567,5,24
14486723,23/4/08 1:48,25/11/09 1:26,141,155,3303,8,0
14488842,23/4/08 3:08,25/11/09 3:32,48,30,339,6,132
14489489,23/4/08 3:27,14/11/09 6:18,791,700,12768,7,30
14489679,23/4/08 3:37,18/11/09 0:04,150,107,3230,13,41
14490251,23/4/08 4:16,20/11/09 19:54,66,80,2108,5,8
14491839,23/4/08 6:41,12/11/09 21:43,342,353,11008,8,36
14492938,23/4/08 8:05,16/11/09 11:19,177,169,1569,8,16
14493747,23/4/08 8:53,29/11/09 4:00,103,201,11842,6,133
14494125,23/4/08 9:15,25/11/09 0:43,375,325,3602,8,42
14494285,23/4/08 9:23,15/11/09 1:46,583,601,8848,7,65
14494598,23/4/08 9:42,12/11/09 16:15,7316,7055,36099,6,84
14494857,23/4/08 9:56,21/11/09 13:03,98,98,1298,8,40
14495985,23/4/08 11:02,16/11/09 3:59,196,215,887,9,138
14496481,23/4/08 11:29,21/11/09 15:07,403,432,7031,6,135
14496646,23/4/08 11:40,29/11/09 6:08,189,173,1493,5,0
14497300,23/4/08 12:21,15/11/09 15:31,643,643,2341,9,48
14498494,23/4/08 13:32,24/11/09 5:12,23,66,38,8,131
14502986,23/4/08 18:40,25/11/09 19:57,5,14,328,5,10
14504265,23/4/08 20:16,24/11/09 21:23,337,442,5748,9,140
14505497,23/4/08 21:44,17/11/09 13:38,1336,1454,14367,12,160
14508296,24/4/08 2:15,13/11/09 9:32,329,281,777,11,58
14510384,24/4/08 6:46,20/11/09 16:07,165,223,8859,14,33
14512628,24/4/08 9:58,27/11/09 11:46,61,90,1603,14,118
14513512,24/4/08 10:58,14/11/09 12:57,320,676,1106,10,106
14513611,24/4/08 11:04,21/11/09 18:08,105,3171,10404,14,42
14514490,24/4/08 12:08,19/11/09 8:44,239,260,6893,6,43
14515014,24/4/08 12:43,27/11/09 19:31,81,152,820,8,0
14515361,24/4/08 13:09,25/11/09 3:01,123,81,5468,8,59
14519944,24/4/08 19:12,26/11/09 19:11,280,405,5570,10,127
14521841,24/4/08 22:21,23/11/09 12:03,953,344,7968,7,71
14521909,24/4/08 22:28,23/11/09 20:31,50,76,660,6,73
14522908,25/4/08 0:26,18/11/09 10:30,262,255,1262,9,10
14524170,25/4/08 3:33,17/11/09 15:14,34,66,781,5,0
14524282,25/4/08 3:49,19/11/09 8:10,113,90,1374,9,0
14525611,25/4/08 7:20,14/11/09 17:04,21,103,13976,9,0
14535500,25/4/08 17:12,27/11/09 11:15,83,60,420,15,0
14539586,25/4/08 23:21,22/11/09 13:34,147,77,1431,4,96
14540155,26/4/08 0:27,14/11/09 14:57,72,89,166,7,0
14541170,26/4/08 2:20,25/11/09 23:08,75,196,1283,9,4
14545772,26/4/08 9:46,22/11/09 16:32,550,598,10527,8,147
14549320,26/4/08 13:04,22/11/09 17:49,51,69,1090,9,22
14554554,26/4/08 21:52,25/11/09 22:42,4888,4728,7448,10,73
14558167,27/4/08 9:10,24/11/09 19:49,155,186,1277,13,47
14559302,27/4/08 11:23,16/11/09 9:59,47,38,448,10,0
14560529,27/4/08 13:52,19/11/09 6:40,78,18,40,11,0
14560723,27/4/08 14:12,17/11/09 8:50,121,116,2324,10,34
14561749,27/4/08 16:11,25/11/09 19:27,73,56,358,7,29
14562244,27/4/08 17:08,17/11/09 18:10,184,229,2621,14,50
14563057,27/4/08 18:54,12/11/09 16:11,91,173,2491,9,57
14564745,27/4/08 22:01,14/11/09 10:09,72,564,1162,14,55
14566057,28/4/08 0:54,13/11/09 7:11,140,99,1890,12,25
14566242,28/4/08 1:25,16/11/09 19:23,2499,3118,1782,5,112
14574716,28/4/08 15:06,18/11/09 17:31,672,620,6965,13,17
14575853,28/4/08 16:24,12/11/09 18:56,77,221,626,6,58
14577961,28/4/08 19:30,12/11/09 17:32,0,401,4869,11,0
14583589,29/4/08 6:53,29/11/09 14:00,67,117,193,13,100
14587404,29/4/08 12:06,20/11/09 14:07,10,6,30,9,0
14587738,29/4/08 12:32,18/11/09 12:45,147,131,1186,11,50
14590019,29/4/08 15:11,18/11/09 18:29,68,451,6280,10,157
14591122,29/4/08 16:23,21/11/09 7:39,62,47,1681,5,0
14591366,29/4/08 16:38,26/11/09 12:15,68,24,17,7,0
14592086,29/4/08 17:33,17/11/09 6:24,21,16,48,12,0
14593356,29/4/08 19:26,27/11/09 7:34,158,537,6286,12,112
14595555,29/4/08 22:37,26/11/09 15:19,259,298,585,11,0
14595574,29/4/08 22:39,19/11/09 1:00,309,5223,20029,12,88
14596470,30/4/08 0:13,16/11/09 2:19,157,277,6738,11,54
14596823,30/4/08 1:02,24/11/09 15:44,694,1490,5955,13,126
14598181,30/4/08 4:25,21/11/09 22:19,65,242,4639,11,120
14599723,30/4/08 8:01,15/11/09 19:12,439,820,16450,11,76
14600465,30/4/08 9:09,17/11/09 10:17,1274,1380,2915,9,121
14602244,30/4/08 11:26,14/11/09 10:35,416,414,5261,4,0
14602269,30/4/08 11:29,25/11/09 9:03,350,6201,7340,9,160
14602685,30/4/08 12:02,23/11/09 2:25,648,649,2790,15,100
14602833,30/4/08 12:15,21/11/09 23:38,403,241,1809,8,95
14603500,30/4/08 13:03,23/11/09 4:06,116,51,2108,15,61
14605367,30/4/08 15:24,29/11/09 5:21,783,269,279,8,0
14609529,30/4/08 21:54,15/11/09 16:47,191,200,3801,10,40
14611165,1/5/08 1:15,19/11/09 20:14,238,196,1665,8,41
14611322,1/5/08 1:36,14/11/09 22:34,8,8,217,10,7
14611948,1/5/08 3:26,20/11/09 3:42,142,203,2003,7,140
14614484,1/5/08 9:12,26/11/09 10:20,511,378,3060,3,54
14620022,1/5/08 16:37,24/11/09 15:06,0,17,813,14,0
14621332,1/5/08 19:13,24/11/09 5:56,82,67,80,4,39
14623924,2/5/08 4:23,24/11/09 18:51,85,178,1323,10,25
14625297,2/5/08 7:50,14/11/09 11:24,23,18,478,11,35
14625349,2/5/08 7:57,27/11/09 3:27,73,76,1356,6,28
14626815,2/5/08 10:17,29/11/09 2:29,120,127,1480,8,84
14627708,2/5/08 11:25,20/11/09 16:48,33,2531,5933,10,132
14637327,3/5/08 7:34,20/11/09 5:05,0,783,14027,12,0
14638048,3/5/08 9:07,23/11/09 7:28,2273,3150,5677,8,160
14638666,3/5/08 10:25,20/11/09 19:49,5,8,5,8,0
14642537,3/5/08 18:36,25/11/09 5:11,115,124,3500,8,29
14644509,3/5/08 23:01,16/11/09 0:51,3379,4123,31629,9,150
14646453,4/5/08 4:26,22/11/09 5:38,138,201,10263,9,116
14646902,4/5/08 5:52,15/11/09 9:59,26,25,2013,5,65
14647360,4/5/08 7:08,20/11/09 20:40,399,218,1216,12,56
14648300,4/5/08 9:15,21/11/09 8:24,67,150,1203,8,31
14651414,4/5/08 15:15,19/11/09 12:26,283,1214,4044,9,153
14651872,4/5/08 16:06,14/11/09 4:56,154,174,3826,9,55
14654171,4/5/08 20:36,24/11/09 2:07,76,144,3543,14,42
14654777,4/5/08 21:39,25/11/09 17:48,0,3775,4703,15,52
14656674,5/5/08 1:47,22/11/09 20:05,482,300,428,7,90
14659478,5/5/08 8:44,18/11/09 12:18,23,37,471,8,45
14660652,5/5/08 10:29,20/11/09 11:50,83,95,537,8,75
14667722,5/5/08 20:34,15/11/09 23:31,266,247,1541,10,76
14669166,5/5/08 23:02,22/11/09 17:02,316,467,2532,14,57
14676737,6/5/08 13:12,14/11/09 10:20,87,186,2476,7,87
14678195,6/5/08 14:55,12/11/09 16:48,32,28,1956,10,28
14682248,6/5/08 21:38,13/11/09 11:55,260,393,6278,14,67
14683515,7/5/08 1:28,13/11/09 13:58,108,381,5686,6,57
14683755,7/5/08 2:06,17/11/09 4:12,156,173,3499,8,22
14685016,7/5/08 5:38,16/11/09 2:26,117,48,723,9,38
14685287,7/5/08 6:18,26/11/09 15:15,2625,2386,325,8,49
14686025,7/5/08 7:53,27/11/09 21:06,25,47,130,7,32
14692933,7/5/08 17:39,26/11/09 7:49,195,146,533,3,53
14701968,8/5/08 11:04,14/11/09 3:23,166,191,5884,6,54
14702118,8/5/08 11:16,26/11/09 12:57,214,441,9145,11,88
14705645,8/5/08 15:53,13/11/09 2:58,74,109,1590,14,70
14708179,8/5/08 20:25,21/11/09 5:12,14,2,124,10,58
14709143,8/5/08 22:14,16/11/09 23:46,499,507,27006,5,48
14709795,8/5/08 23:35,19/11/09 14:49,1452,2013,2046,13,126
14710181,9/5/08 0:30,12/11/09 19:34,19,13,511,8,18
14710622,9/5/08 1:41,25/11/09 3:57,199,198,9802,8,82
14722007,10/5/08 1:00,26/11/09 17:35,47,180,12257,11,0
14724720,10/5/08 9:14,15/11/09 3:40,22,26,4572,7,51
14724969,10/5/08 9:48,12/11/09 17:53,120,122,4388,12,88
14725107,10/5/08 10:04,27/11/09 19:48,112,137,8071,11,88
14729613,10/5/08 20:07,18/11/09 12:13,35,35,677,13,0
14734465,11/5/08 10:36,22/11/09 17:49,175,157,703,9,0
14735673,11/5/08 13:16,19/11/09 19:24,71,76,1175,8,0
14737535,11/5/08 17:20,17/11/09 5:00,678,804,7344,9,74
14740076,11/5/08 22:44,15/11/09 6:49,164,255,1501,12,141
14740530,11/5/08 23:42,16/11/09 17:13,108,86,7181,12,37
14741586,12/5/08 2:30,15/11/09 7:20,2271,2203,2630,12,157
14745247,12/5/08 10:37,16/11/09 12:21,35,54,39,13,0
14745356,12/5/08 10:45,25/11/09 2:25,45,64,508,9,20
14749084,12/5/08 15:13,25/11/09 2:00,670,1766,17891,8,56
14753035,12/5/08 20:48,22/11/09 11:44,177,326,1650,9,119
14753050,12/5/08 20:49,28/11/09 20:53,102,119,1895,10,32
14754534,12/5/08 23:10,17/11/09 20:58,52,43,2735,11,45
14757462,13/5/08 6:26,24/11/09 5:06,97,368,6142,7,40
14758378,13/5/08 8:10,14/11/09 10:23,271,298,24630,8,119
14760670,13/5/08 11:08,17/11/09 7:07,367,167,1609,15,75
14763187,13/5/08 14:17,28/11/09 21:25,52,35,109,6,0
14763855,13/5/08 15:10,26/11/09 18:53,4871,5120,1871,10,76
14764908,13/5/08 16:27,20/11/09 11:56,211,300,464,12,103
14770563,14/5/08 2:50,17/11/09 6:56,0,84,25570,3,0
14778455,14/5/08 15:52,16/11/09 6:10,491,3674,4717,12,140
14778771,14/5/08 16:14,27/11/09 16:09,13,23,734,10,22
14779835,14/5/08 20:07,13/11/09 13:31,50,80,925,11,5
14785985,15/5/08 8:35,20/11/09 7:04,193,113,1725,9,0
14796727,16/5/08 3:53,29/11/09 1:49,133,175,1783,15,92
14799178,16/5/08 9:13,18/11/09 22:10,1893,2067,10913,8,134
14799834,16/5/08 10:11,23/11/09 6:40,189,196,3813,5,69
14800126,16/5/08 10:37,15/11/09 8:50,2001,1045,12665,13,155
14800284,16/5/08 10:52,25/11/09 5:24,79,200,207,5,64
14800887,16/5/08 11:40,21/11/09 15:08,112,73,326,15,158
14802959,16/5/08 14:24,19/11/09 0:03,276,343,10426,7,94
14805536,16/5/08 18:22,25/11/09 3:55,34,35,306,7,77
14807096,16/5/08 21:40,24/11/09 16:54,178,90,1501,8,43
14807604,16/5/08 22:56,26/11/09 22:36,122,148,573,10,136
14811476,17/5/08 9:57,17/11/09 10:05,28,32,1557,9,11
14812255,17/5/08 11:30,23/11/09 7:00,59,155,350,7,0
14813460,17/5/08 13:39,17/11/09 21:37,482,608,11369,8,147
14817551,17/5/08 22:58,15/11/09 20:30,49,54,1515,8,62
14817906,17/5/08 23:53,16/11/09 10:10,37,42,4296,4,11
14819432,18/5/08 4:45,21/11/09 0:35,2410,2319,6880,7,27
14822387,18/5/08 12:11,14/11/09 2:36,24,16,1597,10,121
14824667,18/5/08 16:12,29/11/09 0:23,67,28,408,12,0
14826163,18/5/08 19:07,22/11/09 23:38,54,166,4520,7,50
14831270,19/5/08 6:30,19/11/09 14:01,80,170,12164,5,83
14831471,19/5/08 6:56,14/11/09 3:32,206,680,1072,12,127
14832061,19/5/08 8:06,26/11/09 2:09,38,67,59,6,68
14834302,19/5/08 11:06,20/11/09 10:22,1,3955,21119,12,17
14834340,19/5/08 11:09,14/11/09 12:09,603,28712,10027,12,157
14835729,19/5/08 12:59,27/11/09 11:14,137,117,379,12,14
14837107,19/5/08 14:44,16/11/09 23:06,0,81,8288,13,33
14837564,19/5/08 15:20,15/11/09 13:11,1969,1609,2075,7,105
14837866,19/5/08 16:37,14/11/09 13:36,180,92,5608,8,160
14840013,19/5/08 20:08,25/11/09 6:13,75,5516,1952,14,25
14840587,19/5/08 21:03,12/11/09 19:50,292,272,4850,8,11
14846134,20/5/08 10:00,13/11/09 7:38,11,16,247,5,12
14848301,20/5/08 13:30,26/11/09 2:22,141,280,671,9,0
14849183,20/5/08 16:56,24/11/09 15:17,46,90,2269,11,47
14850994,20/5/08 20:55,22/11/09 4:56,24,44,1016,7,0
14855562,21/5/08 7:14,19/11/09 21:15,1614,1363,2036,9,143
14858600,21/5/08 11:44,18/11/09 21:55,585,612,10263,7,141
14858974,21/5/08 12:16,26/11/09 8:30,3073,2970,1801,15,154
14861073,21/5/08 14:45,22/11/09 4:51,67,173,2386,8,7
14862631,21/5/08 18:43,16/11/09 17:45,721,758,1873,9,0
14863886,21/5/08 21:59,14/11/09 19:40,51,44,461,10,0
14865719,22/5/08 2:25,14/11/09 7:11,113,274,722,5,31
14871517,22/5/08 13:20,26/11/09 18:21,174,113,1566,12,39
14875121,22/5/08 18:55,29/11/09 12:17,147,201,3598,7,22
14878506,23/5/08 1:30,27/11/09 10:39,160,320,4864,6,81
14886344,23/5/08 15:50,16/11/09 15:44,1812,2278,1546,14,157
14889591,24/5/08 4:17,13/11/09 4:57,271,494,19321,10,59
14889912,24/5/08 5:21,20/11/09 15:14,44,28,364,14,71
14896520,24/5/08 23:48,23/11/09 14:03,284,403,28869,8,9
14896655,25/5/08 0:43,21/11/09 23:48,34,26,289,5,26
14896724,25/5/08 0:59,26/11/09 12:07,48,39,54,9,0
14897680,25/5/08 4:45,15/11/09 9:22,95,303,8683,10,58
14898113,25/5/08 6:39,25/11/09 7:38,27,39,1010,6,76
14900397,25/5/08 12:41,12/11/09 18:37,417,240,4886,15,78
14901028,25/5/08 14:05,17/11/09 4:48,615,243,186,14,59
14903556,25/5/08 20:03,21/11/09 18:08,83,62,400,9,0
14905780,26/5/08 1:04,15/11/09 12:22,1437,1740,1538,11,85
14906905,26/5/08 3:48,26/11/09 3:03,495,912,12261,9,0
14907567,26/5/08 5:20,26/11/09 6:07,753,981,1014,13,127
14909115,26/5/08 8:47,28/11/09 23:25,147,464,1685,12,39
14911966,26/5/08 13:46,21/11/09 22:47,887,896,21858,6,47
14912407,26/5/08 14:32,13/11/09 4:17,75,311,199,15,45
14914938,26/5/08 19:30,24/11/09 13:51,19884,19890,6153,9,130
14916121,26/5/08 21:46,23/11/09 22:05,455,389,2912,13,35
14916207,26/5/08 21:56,16/11/09 8:47,8,5,54,9,15
14917992,27/5/08 2:14,22/11/09 4:25,2194,2020,2263,12,31
14918403,27/5/08 3:19,20/11/09 3:57,77,71,770,6,7
14919957,27/5/08 7:11,22/11/09 16:18,61,48,888,5,30
14919958,27/5/08 7:12,17/11/09 2:26,58,24,606,6,0
14920301,27/5/08 7:52,25/11/09 2:56,313,276,1851,9,60
14921361,27/5/08 9:36,18/11/09 23:25,16059,15220,11479,8,159
14924370,27/5/08 14:21,18/11/09 22:31,90,627,548,11,111
14925466,27/5/08 15:55,19/11/09 12:21,158,69,567,13,54
14926681,27/5/08 17:49,27/11/09 4:02,1830,1565,890,13,100
14927070,27/5/08 18:24,27/11/09 19:39,175,238,8943,13,60
14931040,28/5/08 1:19,19/11/09 5:08,130,180,2355,13,30
14933017,28/5/08 7:23,16/11/09 19:13,226,300,9809,6,71
14936720,28/5/08 14:02,18/11/09 12:44,135,8671,1060,11,21
14940092,28/5/08 21:30,27/11/09 20:57,23,25,427,11,51
14940268,28/5/08 21:52,14/11/09 0:29,1295,2026,20834,6,147
14946349,29/5/08 13:09,23/11/09 9:07,231,233,2850,12,0
14948248,29/5/08 16:07,25/11/09 11:18,161,123,199,13,56
14950290,29/5/08 20:24,24/11/09 20:14,49,88,1299,6,15
14955399,30/5/08 10:28,20/11/09 17:09,245,298,4008,6,66
14955779,30/5/08 11:14,14/11/09 0:45,23,19,2457,7,17
14956151,30/5/08 12:02,16/11/09 8:50,142,168,7636,9,148
14956545,30/5/08 12:47,27/11/09 19:35,1431,1451,299,8,154
14957201,30/5/08 14:14,17/11/09 13:57,29,36,638,9,0
14958488,30/5/08 17:19,13/11/09 2:08,80,59,556,8,74
14964237,31/5/08 11:18,16/11/09 4:13,106,98,481,8,38
14966019,31/5/08 15:19,24/11/09 1:33,878,1225,8964,9,159
14966286,31/5/08 15:54,24/11/09 16:39,19,199,245,11,28
14966598,31/5/08 16:41,14/11/09 4:38,62,134,2060,11,35
14972265,1/6/08 10:28,24/11/09 7:57,78,67,684,8,0
14972833,1/6/08 11:46,17/11/09 18:43,417,759,2159,15,109
14973267,1/6/08 12:46,17/11/09 23:51,382,478,4874,12,98
14975949,1/6/08 18:53,21/11/09 16:45,314,244,2621,9,57
14976350,1/6/08 20:04,24/11/09 18:08,35,65,2002,7,58
14976838,1/6/08 21:33,16/11/09 23:57,201,423,6263,10,141
14977589,2/6/08 0:06,17/11/09 12:00,6,9,13,8,0
14981056,2/6/08 10:25,13/11/09 23:24,93,88,813,11,51
14982772,2/6/08 12:51,27/11/09 14:46,1941,1286,6967,11,44
14982854,2/6/08 12:58,13/11/09 14:41,3608,3530,629,11,97
14983921,2/6/08 14:31,23/11/09 18:52,185,57,1284,7,40
14987051,2/6/08 19:18,20/11/09 23:17,58,51,438,7,86
14988276,2/6/08 21:38,26/11/09 3:50,69,131,1122,11,0
14994008,3/6/08 10:45,25/11/09 9:50,60,71,1605,4,41
14995231,3/6/08 12:44,29/11/09 1:48,220,180,4215,9,98
14995897,3/6/08 13:38,14/11/09 16:51,48,5302,1269,10,35
15000111,3/6/08 20:55,21/11/09 9:05,61,73,278,5,133
15000510,3/6/08 21:47,24/11/09 20:10,384,202,7029,12,49
15003059,4/6/08 4:16,17/11/09 3:17,44,48,2325,8,73
15003100,4/6/08 4:24,15/11/09 16:32,157,562,1054,7,147
15006461,4/6/08 10:53,26/11/09 12:20,51,35,437,6,80
15006553,4/6/08 11:00,15/11/09 6:32,118,234,1180,9,31
15009844,4/6/08 15:21,13/11/09 3:55,23,20,340,8,0
15010307,4/6/08 15:59,25/11/09 16:47,42,56,450,11,55
15010648,4/6/08 16:29,22/11/09 13:10,213,222,6130,14,60
15014850,5/6/08 1:00,17/11/09 0:20,221,251,4087,8,29
15015619,5/6/08 3:18,17/11/09 18:19,1277,1047,1138,8,87
15023066,5/6/08 15:37,16/11/09 13:18,1509,1915,678,11,40
15023410,5/6/08 16:06,23/11/09 15:18,536,596,10722,11,154
15023475,5/6/08 16:12,27/11/09 4:52,725,818,6030,8,142
15024454,5/6/08 17:45,20/11/09 18:16,177,374,15831,10,124
15028398,6/6/08 5:57,24/11/09 4:36,3602,3488,479,15,150
15033253,6/6/08 17:42,16/11/09 5:42,225,328,875,14,0
15037752,7/6/08 7:11,29/11/09 4:41,178,335,37137,9,57
15038611,7/6/08 9:37,26/11/09 4:11,158,98,2146,7,24
15039436,7/6/08 11:26,13/11/09 23:52,30430,29549,52223,10,158
15041763,7/6/08 16:38,22/11/09 7:40,230,287,2916,6,96
15043708,7/6/08 21:50,25/11/09 22:09,52,111,1314,12,104
15044165,7/6/08 23:06,22/11/09 1:58,232,228,6484,11,83
15044825,8/6/08 1:12,14/11/09 21:00,56,12,69,8,50
15047247,8/6/08 10:16,21/11/09 15:58,275,492,7234,13,69
15047836,8/6/08 11:41,24/11/09 1:47,113,56,536,10,0
15049377,8/6/08 14:37,23/11/09 3:40,91,116,2783,10,0
15050503,8/6/08 16:50,25/11/09 17:48,243,218,3963,11,145
15051218,8/6/08 18:17,29/11/09 6:07,478,381,2471,5,28
15055450,9/6/08 3:17,16/11/09 5:15,295,163,355,13,54
15056619,9/6/08 6:31,18/11/09 8:20,69,119,910,6,0
15060881,9/6/08 10:53,20/11/09 6:13,61,80,891,12,141
15062426,9/6/08 12:04,25/11/09 9:36,644,504,17734,7,93
15066760,9/6/08 17:53,18/11/09 17:02,27923,28358,3275,12,138
15069221,9/6/08 22:32,25/11/09 6:37,139,182,6071,9,40
15072391,10/6/08 7:16,25/11/09 8:18,559,957,2534,12,131
15073524,10/6/08 9:29,23/11/09 23:19,1142,1676,1368,14,137
15077191,10/6/08 15:21,15/11/09 22:11,121,78,1697,7,0
15079852,10/6/08 19:55,15/11/09 3:17,54,68,1006,9,22
15080813,10/6/08 22:04,13/11/09 2:44,79,137,3519,5,120
15081437,10/6/08 23:23,16/11/09 3:52,70,111,830,12,37
15082149,11/6/08 1:07,25/11/09 5:25,460,429,4412,15,86
15084461,11/6/08 8:05,13/11/09 13:31,88,98,1623,13,74
15084943,11/6/08 9:06,23/11/09 7:41,518,813,6767,8,141
15086035,11/6/08 11:03,12/11/09 15:51,1165,943,413,13,120
15087325,11/6/08 13:09,27/11/09 0:42,61,102,1187,5,51
15088434,11/6/08 14:53,14/11/09 16:07,49,75,1341,6,36
15093661,12/6/08 0:16,20/11/09 17:38,101,660,2802,6,38
15094369,12/6/08 2:12,22/11/09 5:48,319,281,2123,8,65
15094459,12/6/08 2:31,22/11/09 8:08,0,81,72720,6,12
15097406,12/6/08 10:08,16/11/09 8:46,187,171,5015,10,65
15097413,12/6/08 10:09,26/11/09 11:45,113,83,228,9,0
15097936,12/6/08 11:00,21/11/09 15:40,1093,2298,10081,15,148
15098832,12/6/08 12:30,21/11/09 23:42,32,46,1151,15,22
15100622,12/6/08 15:11,15/11/09 19:39,376,508,4815,6,113
15102848,12/6/08 19:31,15/11/09 12:15,219,440,16455,8,42
15106309,13/6/08 6:18,18/11/09 9:05,34,129,362,7,25
15110387,13/6/08 13:58,27/11/09 20:00,194,89,749,9,49
15110414,13/6/08 14:02,27/11/09 19:27,231,142,569,10,36
15113650,13/6/08 21:26,13/11/09 11:52,1462,2388,12970,15,0
15114098,13/6/08 22:37,24/11/09 22:31,62,50,957,13,0
15114174,13/6/08 22:51,13/11/09 3:08,48,50,2050,7,11
15114665,14/6/08 0:29,16/11/09 22:21,146,189,3306,7,67
15117417,14/6/08 10:25,17/11/09 16:32,61,119,2569,7,9
15119808,14/6/08 16:00,18/11/09 21:26,107,132,1137,11,160
15121414,14/6/08 20:37,16/11/09 6:49,29,500,119,12,102
15121528,14/6/08 20:58,19/11/09 17:50,83,59,2164,15,0
15123229,15/6/08 3:04,21/11/09 20:26,22,224,125,14,0
15123257,15/6/08 3:11,22/11/09 4:27,490,420,1670,6,31
15126182,15/6/08 12:06,25/11/09 18:59,56,66,1521,11,19
15127489,15/6/08 15:01,24/11/09 19:04,147,142,1688,10,23
15127921,15/6/08 16:03,13/11/09 23:34,49,35,1175,7,87
15130683,15/6/08 22:54,13/11/09 22:10,158,170,1232,5,38
15131083,15/6/08 23:59,21/11/09 17:47,653,892,6533,8,12
15133133,16/6/08 6:27,15/11/09 23:48,96,220,415,7,0
15135752,16/6/08 11:28,23/11/09 8:25,710,1636,2576,10,52
15136744,16/6/08 13:04,14/11/09 15:51,50,72,216,13,0
15141638,16/6/08 22:15,15/11/09 22:10,347,326,5893,8,130
15143478,17/6/08 3:15,27/11/09 5:54,22,19577,861,14,52
15143658,17/6/08 3:48,16/11/09 4:16,662,1487,10825,6,129
15145603,17/6/08 8:40,13/11/09 8:00,127,168,1537,3,52
15145869,17/6/08 9:07,22/11/09 6:07,178,550,5138,7,52
15148211,17/6/08 12:44,14/11/09 18:19,40,44,373,10,140
